"row_idx" "variable" "value"
"1070" 375 "V547" 1
"1071" 23 "V555" 1
"1072" 49 "V562" 1
"1073" 102 "V562" 1
"1074" 121 "V562" 1
"1075" 617 "V562" 1
"1076" 625 "V562" 1
"1077" 122 "V569" 1
"1078" 522 "V570" 1
"1079" 586 "V573" 1
"1080" 533 "V574" 1
"1081" 98 "V575" 1
"1082" 570 "V584" 1
"1083" 292 "V585" 1
"1084" 562 "V589" 1
"1085" 276 "V590" 1
"1086" 653 "V593" 1
"1087" 362 "V606" 1
"1088" 129 "V609" 1
"1089" 659 "V609" 1
"1090" 497 "V611" 1
"1091" 124 "V614" 1
"1092" 243 "V614" 1
"1093" 509 "V618" 1
"1094" 390 "V622" 1
"1095" 500 "V622" 1
"1096" 580 "V625" 1
"1097" 574 "V628" 1
"1098" 94 "V636" 1
"1099" 269 "V636" 1
"1100" 580 "V637" 1
"1101" 281 "V638" 1
"1102" 221 "V641" 1
"1103" 662 "V642" 1
"1104" 497 "V643" 1
"1105" 262 "V647" 1
"1106" 580 "V647" 1
"1107" 505 "V649" 1
"1108" 574 "V658" 1
"1109" 510 "V662" 1
"1110" 538 "V664" 1
"1111" 357 "V666" 1
"1112" 562 "V670" 1
"1113" 375 "V671" 1
"1114" 596 "V674" 1
"1115" 562 "V682" 1
"1116" 269 "V690" 1
"1117" 287 "V697" 1
"1118" 375 "V697" 1
"1119" 442 "V697" 1
"1120" 470 "V697" 1
"1121" 538 "V697" 1
"1122" 653 "V708" 1
"1123" 580 "V710" 1
"1124" 267 "V718" 1
"1125" 596 "V721" 1
"1126" 69 "V727" 1
"1127" 357 "V728" 1
"1128" 292 "V738" 1
"1129" 191 "V739" 1
"1130" 574 "V743" 1
"1131" 20 "V745" 1
"1132" 282 "V753" 1
"1133" 287 "V766" 1
"1134" 442 "V766" 1
"1135" 681 "V766" 1
"1136" 211 "V779" 1
"1137" 227 "V784" 1
"1138" 252 "V815" 1
"1139" 434 "V818" 1
"1140" 487 "V818" 1
"1141" 580 "V852" 1
"1142" 382 "V853" 1
"1143" 434 "V853" 1
"1144" 434 "V854" 1
"1145" 252 "V855" 1
"1146" 382 "V855" 1
"1147" 434 "V855" 1
"1148" 595 "V855" 1
"1149" 20 "V857" 1
"1150" 122 "V860" 1
"1151" 122 "V861" 1
"1152" 135 "V917" 1
"1153" 171 "V917" 1
"1154" 300 "V917" 1
"1155" 340 "V917" 1
"1156" 618 "V917" 1
"1157" 263 "V919" 1
"1158" 16 "V923" 1
"1159" 362 "V923" 1
"1160" 434 "V923" 1
"1161" 508 "V923" 1
"1162" 628 "V923" 1
"1163" 656 "V923" 1
"1164" 670 "V923" 1
"1165" 16 "V925" 1
"1166" 434 "V925" 1
"1167" 670 "V925" 1
"1168" 470 "V932" 1
"1169" 134 "V941" 1
"1170" 293 "V941" 1
"1171" 9 "V985" 1
"1172" 11 "V986" 1
"1173" 86 "V986" 1
"1174" 152 "V986" 1
"1175" 300 "V986" 1
"1176" 368 "V986" 1
"1177" 639 "V986" 1
"1178" 292 "V987" 1
"1179" 13 "V988" 1
"1180" 44 "V988" 1
"1181" 111 "V988" 1
"1182" 145 "V988" 1
"1183" 159 "V988" 1
"1184" 184 "V988" 1
"1185" 307 "V988" 1
"1186" 311 "V988" 1
"1187" 389 "V988" 1
"1188" 397 "V988" 1
"1189" 424 "V988" 1
"1190" 524 "V988" 1
"1191" 608 "V988" 1
"1192" 669 "V988" 1
"1193" 673 "V988" 1
"1194" 13 "V989" 1
"1195" 44 "V989" 1
"1196" 111 "V989" 1
"1197" 145 "V989" 1
"1198" 184 "V989" 1
"1199" 307 "V989" 1
"1200" 382 "V989" 1
"1201" 389 "V989" 1
"1202" 397 "V989" 1
"1203" 608 "V989" 1
"1204" 669 "V989" 1
"1205" 673 "V989" 1
"1206" 44 "V990" 1
"1207" 111 "V990" 1
"1208" 145 "V990" 1
"1209" 184 "V990" 1
"1210" 307 "V990" 1
"1211" 311 "V990" 1
"1212" 389 "V990" 1
"1213" 397 "V990" 1
"1214" 424 "V990" 1
"1215" 524 "V990" 1
"1216" 608 "V990" 1
"1217" 669 "V990" 1
"1218" 15 "V991" 1
"1219" 15 "V993" 1
"1220" 134 "V994" 1
"1221" 139 "V994" 1
"1222" 272 "V994" 1
"1223" 293 "V994" 1
"1224" 500 "V994" 1
"1225" 551 "V994" 1
"1226" 134 "V995" 1
"1227" 139 "V995" 1
"1228" 144 "V995" 1
"1229" 293 "V995" 1
"1230" 551 "V995" 1
"1231" 139 "V996" 1
"1232" 293 "V996" 1
"1233" 139 "V997" 1
"1234" 293 "V997" 1
"1235" 139 "V998" 1
"1236" 293 "V998" 1
"1237" 134 "V999" 1
"1238" 144 "V999" 1
"1239" 272 "V999" 1
"1240" 293 "V999" 1
"1241" 500 "V999" 1
"1242" 551 "V999" 1
"1243" 41 "V1001" 1
"1244" 522 "V1010" 1
"1245" 522 "V1011" 1
"1246" 104 "V1012" 1
"1247" 252 "V1016" 1
"1248" 269 "V1023" 1
"1249" 315 "V1030" 1
"1250" 434 "V1035" 1
"1251" 487 "V1035" 1
"1252" 537 "V1042" 1
"1253" 21 "V1061" 1
"1254" 527 "V1067" 1
"1255" 189 "V1120" 1
"1256" 189 "V1139" 1
"1257" 116 "V1146" 1
"1258" 492 "V1147" 1
"1259" 407 "V1149" 1
"1260" 26 "V1150" 1
"1261" 442 "V1151" 1
"1262" 500 "V1152" 1
"1263" 500 "V1153" 1
"1264" 276 "V1154" 1
"1265" 276 "V1155" 1
"1266" 276 "V1156" 1
"1267" 318 "V1161" 1
"1268" 239 "V1162" 1
"1269" 574 "V1162" 1
"1270" 574 "V1163" 1
"1271" 300 "V1164" 1
"1272" 11 "V1165" 1
"1273" 300 "V1165" 1
"1274" 639 "V1165" 1
"1275" 11 "V1166" 1
"1276" 300 "V1166" 1
"1277" 13 "V1167" 1
"1278" 111 "V1167" 1
"1279" 145 "V1167" 1
"1280" 184 "V1167" 1
"1281" 307 "V1167" 1
"1282" 311 "V1167" 1
"1283" 389 "V1167" 1
"1284" 397 "V1167" 1
"1285" 424 "V1167" 1
"1286" 524 "V1167" 1
"1287" 602 "V1167" 1
"1288" 608 "V1167" 1
"1289" 669 "V1167" 1
"1290" 673 "V1167" 1
"1291" 13 "V1168" 1
"1292" 44 "V1168" 1
"1293" 111 "V1168" 1
"1294" 145 "V1168" 1
"1295" 184 "V1168" 1
"1296" 307 "V1168" 1
"1297" 311 "V1168" 1
"1298" 389 "V1168" 1
"1299" 397 "V1168" 1
"1300" 424 "V1168" 1
"1301" 524 "V1168" 1
"1302" 608 "V1168" 1
"1303" 669 "V1168" 1
"1304" 673 "V1168" 1
"1305" 13 "V1169" 1
"1306" 44 "V1169" 1
"1307" 111 "V1169" 1
"1308" 145 "V1169" 1
"1309" 184 "V1169" 1
"1310" 307 "V1169" 1
"1311" 311 "V1169" 1
"1312" 389 "V1169" 1
"1313" 397 "V1169" 1
"1314" 424 "V1169" 1
"1315" 524 "V1169" 1
"1316" 608 "V1169" 1
"1317" 673 "V1169" 1
"1318" 13 "V1170" 1
"1319" 44 "V1170" 1
"1320" 111 "V1170" 1
"1321" 145 "V1170" 1
"1322" 184 "V1170" 1
"1323" 307 "V1170" 1
"1324" 311 "V1170" 1
"1325" 397 "V1170" 1
"1326" 424 "V1170" 1
"1327" 524 "V1170" 1
"1328" 608 "V1170" 1
"1329" 669 "V1170" 1
"1330" 673 "V1170" 1
"1331" 13 "V1171" 1
"1332" 44 "V1171" 1
"1333" 111 "V1171" 1
"1334" 184 "V1171" 1
"1335" 311 "V1171" 1
"1336" 389 "V1171" 1
"1337" 397 "V1171" 1
"1338" 424 "V1171" 1
"1339" 524 "V1171" 1
"1340" 608 "V1171" 1
"1341" 669 "V1171" 1
"1342" 673 "V1171" 1
"1343" 357 "V1173" 1
"1344" 65 "V1174" 1
"1345" 94 "V1174" 1
"1346" 176 "V1174" 1
"1347" 65 "V1175" 1
"1348" 94 "V1175" 1
"1349" 176 "V1175" 1
"1350" 94 "V1176" 1
"1351" 47 "V1177" 1
"1352" 47 "V1178" 1
"1353" 47 "V1179" 1
"1354" 47 "V1180" 1
"1355" 47 "V1181" 1
"1356" 383 "V1184" 1
"1357" 434 "V1184" 1
"1358" 434 "V1185" 1
"1359" 434 "V1186" 1
"1360" 434 "V1187" 1
"1361" 434 "V1188" 1
"1362" 434 "V1189" 1
"1363" 139 "V1203" 1
"1364" 204 "V1203" 1
"1365" 20 "V1204" 1
"1366" 390 "V1376" 1
"1367" 547 "V1382" 1
"1368" 547 "V1383" 1
"1369" 369 "V1503" 1
"1370" 515 "V1504" 1
"1371" 300 "V1506" 1
"1372" 300 "V1507" 1
"1373" 300 "V1508" 1
"1374" 300 "V1509" 1
